config_id	batch	origin	plan_memory_seeds	restrict_modes	config_digest	disable_cv_pipelining	enable_preload	cv_pipeline_depth	enable_cv_lazy_loading	enable_auto_multi_buffer	local_multi_buffer_strategy	mix_multi_buffer_strategy	enable_code_motion	enable_ubuf_saving	tile_mix_cube_loop	tile_mix_vector_loop	disable_align_alloc_size	enable_hivm_auto_storage_align	disable_enable_stride_align	disable_infer_hivm_data_layout
p1_planmemory_026_c8029b307c13cdd1	p1_planmemory	exhaustive	6	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_027_c8029b307c13cdd1	p1_planmemory	exhaustive	7	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_028_c8029b307c13cdd1	p1_planmemory	exhaustive	8	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_029_c8029b307c13cdd1	p1_planmemory	exhaustive	9	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_030_c8029b307c13cdd1	p1_planmemory	exhaustive	10	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_031_c8029b307c13cdd1	p1_planmemory	exhaustive	11	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_032_c8029b307c13cdd1	p1_planmemory	exhaustive	12	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_033_c8029b307c13cdd1	p1_planmemory	exhaustive	13	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_034_c8029b307c13cdd1	p1_planmemory	exhaustive	14	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_035_c8029b307c13cdd1	p1_planmemory	exhaustive	15	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_036_c8029b307c13cdd1	p1_planmemory	exhaustive	16	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_037_c8029b307c13cdd1	p1_planmemory	exhaustive	17	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_038_c8029b307c13cdd1	p1_planmemory	exhaustive	18	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
p1_planmemory_039_c8029b307c13cdd1	p1_planmemory	exhaustive	19	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
