config_id	batch	origin	plan_memory_seeds	restrict_modes	config_digest	disable_cv_pipelining	enable_preload	cv_pipeline_depth	enable_cv_lazy_loading	enable_auto_multi_buffer	local_multi_buffer_strategy	mix_multi_buffer_strategy	enable_code_motion	enable_ubuf_saving	tile_mix_cube_loop	tile_mix_vector_loop	disable_align_alloc_size	enable_hivm_auto_storage_align	disable_enable_stride_align	disable_infer_hivm_data_layout
plan_memory_018_c8029b307c13cdd1	plan_memory	exhaustive	18	0	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_019_c8029b307c13cdd1	plan_memory	exhaustive	19	0	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_020_c8029b307c13cdd1	plan_memory	exhaustive	0	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_021_c8029b307c13cdd1	plan_memory	exhaustive	1	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_022_c8029b307c13cdd1	plan_memory	exhaustive	2	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_023_c8029b307c13cdd1	plan_memory	exhaustive	3	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_024_c8029b307c13cdd1	plan_memory	exhaustive	4	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_025_c8029b307c13cdd1	plan_memory	exhaustive	5	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_026_c8029b307c13cdd1	plan_memory	exhaustive	6	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_027_c8029b307c13cdd1	plan_memory	exhaustive	7	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_028_c8029b307c13cdd1	plan_memory	exhaustive	8	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_029_c8029b307c13cdd1	plan_memory	exhaustive	9	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_030_c8029b307c13cdd1	plan_memory	exhaustive	10	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_031_c8029b307c13cdd1	plan_memory	exhaustive	11	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_032_c8029b307c13cdd1	plan_memory	exhaustive	12	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_033_c8029b307c13cdd1	plan_memory	exhaustive	13	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_034_c8029b307c13cdd1	plan_memory	exhaustive	14	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_035_c8029b307c13cdd1	plan_memory	exhaustive	15	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_036_c8029b307c13cdd1	plan_memory	exhaustive	16	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_037_c8029b307c13cdd1	plan_memory	exhaustive	17	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_038_c8029b307c13cdd1	plan_memory	exhaustive	18	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
plan_memory_039_c8029b307c13cdd1	plan_memory	exhaustive	19	1	c8029b307c13cdd1	0	0	-1	0	0	no-l0c	only-cube	1	0	1	1	0	1	0	0
