config_id	batch	origin	plan_memory_seeds	restrict_modes	config_digest	disable_cv_pipelining	enable_preload	cv_pipeline_depth	enable_cv_lazy_loading	enable_auto_multi_buffer	local_multi_buffer_strategy	mix_multi_buffer_strategy	enable_code_motion	enable_ubuf_saving	tile_mix_cube_loop	tile_mix_vector_loop	disable_align_alloc_size	enable_hivm_auto_storage_align	disable_enable_stride_align	disable_infer_hivm_data_layout
p3_suffix_buffer_010_758cb6fa6a25091d	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	758cb6fa6a25091d	0	0	-1	0	1	no-limit	no-limit	0	1	2	4	0	1	0	0
p3_suffix_buffer_011_379a772c760ef89e	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	379a772c760ef89e	0	0	-1	0	1	only-cube	no-l0c	1	0	1	4	0	1	0	0
p3_suffix_buffer_012_b8bea5854bf28862	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	b8bea5854bf28862	0	0	-1	0	0	no-l0c	only-cube	0	1	2	2	0	1	0	0
p3_suffix_buffer_013_2fb9691c9ef9fbd4	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	2fb9691c9ef9fbd4	0	0	-1	0	1	only-cube	no-limit	1	1	4	2	0	1	0	0
p3_suffix_buffer_014_2fba13b94bf80521	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	2fba13b94bf80521	0	0	-1	0	1	only-cube	only-vector	1	0	2	1	0	1	0	0
p3_suffix_buffer_015_1924d53a7075314d	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	1924d53a7075314d	0	0	-1	0	1	no-limit	no-l0c	1	1	4	2	0	1	0	0
p3_suffix_buffer_016_6b02062afed4af08	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	6b02062afed4af08	0	0	-1	0	1	only-vector	no-l0c	1	0	1	1	0	1	0	0
p3_suffix_buffer_017_45575222abd37b92	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	45575222abd37b92	0	0	-1	0	1	no-l0c	only-vector	0	0	1	2	0	1	0	0
p3_suffix_buffer_018_548836c6e0aa8ad7	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	548836c6e0aa8ad7	0	0	-1	0	1	no-l0c	no-limit	1	1	1	4	0	1	0	0
p3_suffix_buffer_019_6efaee6cad1c2a14	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	6efaee6cad1c2a14	0	0	-1	0	1	no-limit	only-vector	0	0	1	4	0	1	0	0
p3_suffix_buffer_020_f33a600108783cfd	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	f33a600108783cfd	0	0	-1	0	1	only-vector	only-cube	0	1	1	4	0	1	0	0
p3_suffix_buffer_021_2b62d941181e0cae	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	2b62d941181e0cae	0	0	-1	0	1	only-cube	only-cube	1	0	4	4	0	1	0	0
p3_suffix_buffer_022_aaf757ac46c2091e	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	aaf757ac46c2091e	0	0	-1	0	1	no-l0c	no-l0c	0	1	1	4	0	1	0	0
p3_suffix_buffer_023_d34df711ee02ac89	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	d34df711ee02ac89	0	0	-1	0	1	no-limit	only-cube	1	0	4	2	0	1	0	0
p3_suffix_buffer_024_eab923947adf50db	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	eab923947adf50db	0	0	-1	0	1	only-vector	no-limit	0	1	1	2	0	1	0	0
p3_suffix_buffer_025_1e226062bcae86f6	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	1e226062bcae86f6	0	0	-1	0	1	no-limit	only-cube	1	1	2	1	0	1	0	0
p3_suffix_buffer_026_1e6c340c143e51a5	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	1e6c340c143e51a5	0	0	-1	0	1	no-limit	no-limit	0	0	2	4	0	1	0	0
p3_suffix_buffer_027_196bdf96be276b7d	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	196bdf96be276b7d	0	0	-1	0	1	no-l0c	only-cube	0	1	2	1	0	1	0	0
p3_suffix_buffer_028_2f2c191757b4a27e	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	2f2c191757b4a27e	0	0	-1	0	1	only-vector	no-limit	0	1	1	4	0	1	0	0
p3_suffix_buffer_029_3a20c5a6e38eae3f	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	3a20c5a6e38eae3f	0	0	-1	0	1	no-limit	only-cube	0	1	4	1	0	1	0	0
p3_suffix_buffer_030_28d67cedfd6019ca	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	28d67cedfd6019ca	0	0	-1	0	1	no-limit	no-l0c	0	1	2	4	0	1	0	0
p3_suffix_buffer_031_289f08b3f21d2129	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	289f08b3f21d2129	0	0	-1	0	1	only-cube	only-vector	0	0	2	1	0	1	0	0
p3_suffix_buffer_032_28cadbf19df34e3b	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	28cadbf19df34e3b	0	0	-1	0	1	only-vector	only-cube	0	1	4	2	0	1	0	0
p3_suffix_buffer_033_eeafacbde90d31b7	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	eeafacbde90d31b7	0	0	-1	0	1	only-cube	only-vector	1	0	2	4	0	1	0	0
p3_suffix_buffer_034_8928ed912b9d7746	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	8928ed912b9d7746	0	0	-1	0	1	no-limit	no-limit	1	0	2	1	0	1	0	0
p3_suffix_buffer_035_990b69318b660d16	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	990b69318b660d16	0	0	-1	0	1	no-limit	no-l0c	1	1	1	1	0	1	0	0
p3_suffix_buffer_036_5d944c0da8cbbecd	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	5d944c0da8cbbecd	0	0	-1	0	1	only-vector	only-vector	0	1	1	4	0	1	0	0
p3_suffix_buffer_037_41ced7dd1d527620	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	41ced7dd1d527620	0	0	-1	0	1	no-l0c	only-cube	0	0	4	4	0	1	0	0
p3_suffix_buffer_038_14ae3c0a3ec7899c	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	14ae3c0a3ec7899c	0	0	-1	0	1	no-l0c	no-l0c	0	1	2	4	0	1	0	0
p3_suffix_buffer_039_90ad9dae64fe70a0	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	90ad9dae64fe70a0	0	0	-1	0	0	no-l0c	only-cube	0	0	4	1	0	1	0	0
p3_suffix_buffer_040_678a08103b972dff	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	678a08103b972dff	0	0	-1	0	1	no-limit	only-cube	0	0	2	4	0	1	0	0
p3_suffix_buffer_041_1e3b886f4c87f47b	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	1e3b886f4c87f47b	0	0	-1	0	1	no-limit	no-l0c	1	0	1	1	0	1	0	0
p3_suffix_buffer_042_8b43940e1adde95f	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	8b43940e1adde95f	0	0	-1	0	0	no-l0c	only-cube	1	1	2	1	0	1	0	0
p3_suffix_buffer_043_cca465ca1041c142	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	cca465ca1041c142	0	0	-1	0	0	no-l0c	only-cube	1	0	2	4	0	1	0	0
p3_suffix_buffer_044_792a25f630d32106	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	792a25f630d32106	0	0	-1	0	1	no-limit	no-limit	0	0	1	2	0	1	0	0
p3_suffix_buffer_045_0cc38438c85a83a3	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	0cc38438c85a83a3	0	0	-1	0	1	no-l0c	no-l0c	0	0	1	1	0	1	0	0
p3_suffix_buffer_046_c342d5de3b88a8e3	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	c342d5de3b88a8e3	0	0	-1	0	1	no-l0c	only-vector	0	1	2	2	0	1	0	0
p3_suffix_buffer_047_c8a70b8d7bcf2827	p3_suffix_buffer	anchor+greedy-pairwise	0-19	0,1	c8a70b8d7bcf2827	0	0	-1	0	1	no-limit	no-limit	1	1	4	4	0	1	0	0
